artist,title
Helen Reddy,Angie Baby
Helen Reddy,I Am Woman
Helen Shapiro,Walkin' Back To Happiness
Helen Shapiro,You Don't Know
Hello Dolly,Hello Dolly
Hercules (Disney),I Won't Say (I'm In Love)
Hercules (Disney),Go The Distance
Herman's Hermits,Can't You Hear My Heart Beat?
Herman's Hermits,Herman's Hermits Medley 1
Herman's Hermits,Listen People
Herman's Hermits,My Sentimental Friend
Herman's Hermits,No Milk Today
Herman's Hermits,Something's Happening
Herman's Hermits,Sunshine Girl
Herman's Hermits,There's A Kind Of Hush
Herman's Hermits,A Must To Avoid
Herman's Hermits,Herman's Hermits Medley 2
Herman's Hermits,I'm Into Something Good
Herman's Hermits,Sleepy Joe
Herman's Hermits,"Years May Come, Years May Go"
Hermes House Band,Country Roads
Hesham Abbas,Nari Narein
Hi Five,She's Playing Hard To Get
Hi Five,I Like The Way
Hi-Fi,? ?? ??????
High School Musical ,I Can't Take My Eyes Off Of You
High School Musical ,Breaking Free
High School Musical ,Getcha Head In The Game
High School Musical ,Stick To The Status Quo
High School Musical ,When There Was Me And You
High School Musical ,Start Of Something New
High School Musical ,We're All In This Together
High School Musical ,What I've Been Looking For
High School Musical 2,All For One
High School Musical 2,Everyday
High School Musical 2,Fabulous
High School Musical 2,I Don't Dance
High School Musical 2,You Are The Music In Me
High School Musical 2,Humuhumunukunukuapua'a
High School Musical 2,Bet On It
High School Musical 2,Gotta Go My Own Way
High School Musical 3,Can I Have This Dance
High School Musical 3,A Night To Remember
High School Musical 3,Just Getting Started
High School Musical 3,Now Or Never
High School Musical 3,Scream
Highway,Maahi Ve
Hilary Duff,So Yesterday
Hilary Duff,Sparks
Hilary Duff,Wake Up
Hilltop Hoods,Cosby Sweater
Hinder,Lips Of An Angel
Hindi Medium,Suit Suit
Hockey,Too Fake
Hole,Celebrity Skin
Hole,Miss World
Hole,Violet
Hole,Doll Parts
Hole,Malibu
Holly Valance,Kiss Kiss
Honey Bus,I Can't Let Maggie Go
Honeyz,End Of The Line
Honeyz,Finally Found
Hoobastank,The Reason
Hoodoo Gurus,1000 Miles Away
Hoodoo Gurus,Miss Freelove '69
Hot Chelle Rae,Tonight Tonight
Hot Chip,Ready For The Floor
Hot Chocolate,Emma
Hot Chocolate,It Started With A Kiss
Hot Chocolate,So You Win Again
Hot Chocolate,Everyone's A Winner
Hot Chocolate,You Sexy Thing
Hotlegs,Neanderthal Man
House Of Pain,Jump Around
Houssam Jneid,Wallah Ktir Shtaatelak
Howard Jones,New Song
Howard Jones,What Is Love
Howard Keel,Send In The Clowns
Hozier,Movement
Hozier,Too Sweet
Hozier,Nobody's Soldier
Hozier,Jackie and Wilson
Hozier,Someone New
Hozier,Take Me To Church
Hue & Cry,Labour Of Love
Huey Lewis And The News,Hip To Be Square
Huey Lewis And The News,The Power Of Love
Huey Lewis And The News,Stuck With You
Hugh Jackman & The Greatest Showman Cast,The Greatest Show
Hugues Aufray,Santiano
Humpty Sharma Ki Dulhania,Samjhawan
Humpty Sharma Ki Dulhania,Saturday Saturday
Hunters & Collectors,Holy Grail
Hunters & Collectors,Throw Your Arms Around Me
Hussain Al Jassmi,Boshret Kheir
Hussein Deek,Ma7laki
Håkan Hellström & Veronica Maggio,Hela Huset
Héroes Del Silencio,Entre dos tierras
INXS,Disappear
INXS,By My Side
INXS,Mystify
INXS,Need You Tonight
INXS,Never Tear Us Apart
INXS,New Sensation
INXS,Original Sin
INXS,Suicide Blonde
INXS,Suicide Blonde
INXS,Taste It
INXS,Beautiful Girl
INXS,Bitter Tears
INXS,Devil Inside
INXS,Dancing on the Jetty
INXS,Don't Change
INXS,New Sensation
INXS,What You Need
IOWA,???? ???
IOWA,??????? ?????
IOWA,?????????
IOWA,???? ? ?? ??
IU,Love Wins All
Ian Brown,My Star
Ian Dury & The Blockheads,Sex & Drugs & Rock N Roll
Ian Dury & The Blockheads,Wake Up And Make Love
Ian Dury & The Blockheads,Hit Me With Your Rhythm Stick
Ian Dury & The Blockheads,Reasons To Be Cheerful Part 3
Ian Dury & The Blockheads,Sweet Gene Vincent
Ian Dury & The Blockheads,What A Waste
Ian Hunter,Once Bitten Twice Shy
Ian Van Dahl,Castles In The Sky
Ice Spice feat. Nicki Minaj,Princess Diana (Barbie The Movie)
"Ice Spice, Rema",Pretty Girl
Icehouse,Crazy
Icona Pop,All Night
Icona Pop,Girlfriend
Icona Pop Feat. Charli XCX,I Love It
Ida Maria,I Like You So Much Better When You're Naked
Ida Maria,Oh My God
Idina Menzel & Kristin Chenoweth (from Wicked),For Good (Live)
"Idina Menzel, Evan Rachel Wood",Show Yourself
"Idina Menzel, Kristen Bell & The Cast Of Frozen",Making Today A Perfect Day (From Frozen Fever)
Iggy & The Stooges,I Wanna Be Your Dog
Iggy Azalea,Team
Iggy Azalea Feat. Charli XCX,Fancy
Iggy Azalea Feat. Jennifer Hudson,Trouble
Iggy Azalea Feat. Rita Ora,Black Widow
Iggy Pop,Lust For Life
Iggy Pop,The Passenger
Ike And Tina Turner,Proud Mary
Il Divo,Hallelujah
Il Divo,Hasta Mi Final
Il Volo,Grande amore
Il était une fois,J'ai encore rêvé d'elle
Ilham Al Madfai,Khuttar
Illit,Magnetic
Images,Les démons de minuit
Imagination,Just An Illusion
Imagine Dragons,Believer
Imagine Dragons,On Top Of The World
Imagine Dragons,Radioactive
Imagine Dragons,Shots
Imagine Dragons,Zero
Imagine Dragons,Nice to Meet You
Imagine Dragons,Waves
Imagine Dragons,Bad Liar
Imagine Dragons,Born To Be Yours
Imagine Dragons,Demons
Imagine Dragons,I Bet My Life
Imagine Dragons,It's Time
Imagine Dragons,Natural
Imagine Dragons,Bones
Imagine Dragons,Follow You
Imagine Dragons,Thunder
"Imagine Dragons, JID",Enemy
Imca Marina,Viva España
Imelda May,Black Tears
Imelda May,Should've Been You
Imelda May,Mayhem
In The Heights Cast,In The Heights
Incubus,Nice To Know You
Incubus,No Fun
Incubus,Absolution Calling
Incubus,Drive
Incubus,Pardon Me
Incubus,Stellar
Indeep,Last Night A DJ Saved My Life
Indiana,Heart On Fire
Indigo Girls,Least Complicated
Indigo Girls,Closer to Fine
Indigo Girls,Galileo
Indila,Dernière danse
Indochine,J'ai demandé à la lune
Indochine,L'aventurier
Infernal,From Paris To Berlin
Ingrid Michaelson,The Way I Am
"Ingrid Michealson, ZAYN",To Begin Again
Ini Kamoze,Here Comes The Hotstepper
Ini Kamoze,Here Comes The Hot Stepper
Inna,Sun Is Up
Inner Circle,Sweat (A La La La La Long)
Inspiral Carpets,This Is How It Feels
Irene Cara,Fame
Irene Cara,Flashdance What A Feeling
Irish,Galway Bay
Irish Mist,Mountains Of Mourne
Irish Rovers,Drunken Sailor
Irish Traditional,Let Him Go Let Him Tarry
Irish Traditional,Bantry Bay
Irish Traditional,Courtin' In The Kitchen
Irish Traditional,It's A Long Way To Tipperary
Irish Traditional,Peggy Gordon
Iron Maiden,Run To The Hills
Iron Maiden,The Number Of The Beast
Iron Maiden,Can I Play With Madness?
Iron Maiden,2 Minutes To Midnight
Iron Maiden,Speed of the Light
Iron Maiden,The Trooper
Isaac Gracie,Last Words
Isaac Hayes,Theme From Shaft
Isaiah,It's Gotta Be You
Isley Brothers,This Old Heart Of Mine
Isley Brothers,Summer Breeze
Isobel Waller-Bridge & Tara Nome Doyle,You Dream
Israel Kamakawiwo'ole,Over The Rainbow
Italian Traditional,Anema E Core
Italian Traditional,Funiculì Funiculà
Italian Traditional,O Sole Mio
Ive,Love Dive
Ivete Sangalo,Berimbau Metalizado
Ivete Sangalo,Flor do Reggae
Ivete Sangalo,Sorte Grande
Ivor Biggun,Winker Song
Ivy League,Funny How Love Can Be
Ivy League,Tossing And Turning
Iyaz,So Big
Iyaz,Replay
J Alvarez,La Pregunta
J Balvin,Ambiente
J Balvin & Bad Bunny,La Canción
J Hus feat. Drake,Who Told You?
"J. Balvin, Willy William",Mi Gente
J. Cole,Middle Child
J. Geils Band,Centrefold
"JAE5 feat Skepta, Lojay & Skillibeng",MINK SB
JC Reyes & Kidd Voodoo,Me Mareo
JLS,Eternal Love
JLS,Give Me Life
JLS,Hold Me Down
JLS,Love You More
JLS,Proud
JLS,The Club Is Alive
JLS,Billion Lights
JLS,Beat Again
JLS,Do You Feel What I Feel
JLS,Everybody in Love (Put Your Hands Up)
JLS,Hottest Girl In The World
JLS,One Shot
JLS,Take A Chance On Me
JLS Feat. Dev,She Makes Me Wanna
JLS Feat. Tinie Tempah,Eyes Wide Shut
JP Cooper,She's On My Mind
JP Cooper,Passport Home
JP Cooper,September Song
JVKE,Golden Hour
JVKE,Pretty
JVKE,Clouds
Ja Rule,Livin' It Up
Ja Rule,Wonderful
Ja Rule Feat. Ashanti,Always On Time
Ja Rule Feat. Ashanti,Mesmerize
Ja Rule feat. Fat Joe And Jadakiss,New York
Jab Tak Hai Jaan,Saans
Jab Tak Hai Jaan,Heer
Jab Tak Hai Jaan,Challa
Jab Tak Hai Jaan,Challa
Jab Tak Hai Jaan,Ishq Shava
Jab Tak Hai Jaan,Jab Tak Hai Jaan
Jab Tak Hai Jaan,Jiya Re
Jace Everett,I Wanna Do Bad Things With You
Jack Black,Steve's Lava Chicken (Minecraft Movie)
Jack Garratt,Breathe Life
Jack Harlow,First Class
Jack Harlow,Lovin' On Me
Jack Harlow feat. Doja Cat,Just Us
Jack Johnson,Better Together
Jack Johnson,Upside Down
Jack Johnson,"Sitting, Waiting, Wishing"
Jack Johnson,Good People
Jack Jones,Call Me Irresponsible
Jack Savoretti,Candlelight
Jack Savoretti,What More Can I Do
"Jack Savoretti, Nile Rodgers",Who's Hurting Who
Jack White,Love Interruption
Jack White,Sixteen Saltines
Jack White & Alicia Keys,Another Way To Die
Jackie Lee,White Horses
Jackie Wilson,Higher And Higher
Jackie Wilson,I Get The Sweetest Feeling
Jackie Wilson,Reet Petite
Jackson Five,Never Can Say Goodbye
Jackson Wang,100 Ways
Jacques Brel,Amsterdam
Jacques Dutronc,Fais pas ci fais pas ça
Jade,Angel Of My Dreams
Jade,IT Girl
Jade,Midnight Cowboy
Jade,Fantasy
Jade,Plastic Box
Jagjit Singh,Aah ko chahiye
Jagjit Singh & Chitra Singh,Aadmi aadmi ko kya dega
Jahmene Douglas,Titanium
Jai Ho,Photocopy
Jake Bugg,Country Song
Jake Bugg,Lightning Bolt
Jake Bugg,Taste It
Jake Bugg,Oblivious
Jake Bugg,A Song About Love
Jake Bugg,Two Fingers
Jamelia,Thank You
Jamelia,Superstar
James,Laid
James,Say Something
James,She's A Star
James,Sit Down
James,Born Of Frustration
James,Say Something
James Arthur,Empty Space
James Arthur,A Year Ago
James Arthur,Falling Like The Stars
James Arthur,Homecoming
James Arthur,Impossible
James Arthur,Just Us
James Arthur,Say You Won't Let Go
James Arthur,You Deserve Better
James Arthur,You're Nobody 'Til Somebody Loves You
James Arthur,Karaoke
James Arthur,Blindside
James Arthur,Naked
James Arthur,Recovery
James Arthur,Train Wreck
James Arthur Feat. Shotty Horroh,Sermon
James Bay,If You Ever Want To Be In Love
James Bay,Let It Go
James Bay,Wild Love
James Bay,Best Fake Smile
James Bay,Hold Back The River
James Bay,Pink Lemonade
James Blunt,Bonfire Heart
James Blunt,Wise Men
James Blunt,Heart To Heart
James Blunt,High
James Blunt,1973
James Blunt,Carry You Home
James Blunt,Goodbye My Lover
James Blunt,If Time Is All I Have
James Blunt,Love Love Love
James Blunt,Love Me Better
James Blunt,Monsters
James Blunt,Same Mistake
James Blunt,Satellites
James Blunt,Unstoppable
James Blunt,When I Find Love Again
James Blunt,You're Beautiful
James Brown,It's A Man's Man's Man's World
James Brown,Living In America
James Brown,Sex Machine
James Brown,Get Up Offa That Thing
James Brown,I Got You (I Feel Good)
James Brown,Papa's Got A Brand New Bag
James Hype feat. Kim Petras,Drums
James Ingram,Just Once
James Marriott,California Rain
James Morrison,Demons
James Morrison,If The Rain Must Fall
James Morrison,One Life
James Morrison,Please Don't Stop The Rain
James Morrison,Undiscovered
James Morrison,Cry Your Tears On Me
James Morrison,Don't Mess With Love
James Morrison,Feels Like The First Time
James Morrison,I Won't Let You Go
James Morrison,The Pieces Don't Fit Anymore
James Morrison,Wonderful World
James Morrison,You Give Me Something
James Morrison,You Make It Real
James Morrison,This Boy
James Morrison Feat. Jessie J,Up
James Morrison Feat. Nelly Furtado,Broken Strings
James Newman,My Last Breath
James Taylor,Fire And Rain
James Taylor,Sweet Baby James
James Taylor,Carolina In My Mind
James Taylor,You've Got A Friend
James Taylor,Your Smiling Face
James Vincent McMorrow,Higher Love
James and Bobby Purify,I'm Your Puppet
Jamie Cullum,Drink
Jamie Cullum,All At Sea
Jamie Cullum,Blame It On My Youth
Jamie Cullum,I Could Have Danced All Night
Jamie Cullum,Old Devil Moon
Jamie Cullum,Singin' In The Rain
Jamie Cullum,Twentysomething
Jamie Cullum,What A Difference A Day Made
Jamie Cullum,Wind Cries Mary
Jamie Cullum,But For Now
Jamie Cullum,I Get A Kick Out Of You
Jamie Cullum,It's About Time
Jamie Cullum,"Lover, You Should Have Come Over"
Jamie Cullum,Show Me The Magic
Jamie Cullum,These Are The Days
Jamie Foxx,Unpredictable
Jamie Foxx Feat. Drake,Fall For Your Type
Jamie Lawson,Wasn't Expecting That
Jamie T,Rabbit Hole
Jamie T,Sticks 'n' Stones
Jamie Woon,Lady Luck
Jamila,Blach Blach
Jamiroquai,Little L
Jamiroquai,Canned Heat
Jamiroquai,Cosmic Girl
Jamiroquai,Cloud 9
Jamiroquai,Space Cowboy (Classic Radio Remix)
Jamiroquai,Virtual Insanity
Jane Wiedlin,Rush Hour
Janelle Monáe,Make Me Feel
Janet Jackson,All For You
Janet Jackson,No Sleeep
Janet Jackson,Unbreakable
Janet Jackson,Together Again
Janet Jackson,That's The Way Love Goes
Janet Jackson,What Have You Done For Me Lately
Janet Jackson & Daddy Yankee,Made For Now
Janet Kay,Silly Games
Janis Ian,At Seventeen
Janis Joplin,Mercedes Benz
Janis Joplin,Piece Of My Heart
Janis Joplin,Summertime
Janis Joplin,Me & Bobby McGee
Japan,Quiet Life
Jason Aldean,Burnin' It Down
Jason Derulo,Breathing
Jason Derulo,Colors (World Cup 2018)
Jason Derulo,It Girl
Jason Derulo,Ridin' Solo
Jason Derulo,Undefeated
Jason Derulo,Cheyenne
Jason Derulo,Don't Wanna Go Home
Jason Derulo,Fight For You
Jason Derulo,Get Ugly
Jason Derulo,In My Head
Jason Derulo,Marry Me
Jason Derulo,Stupid Love
Jason Derulo,Take You Dancing
Jason Derulo,The Other Side
Jason Derulo,Want To Want Me
Jason Derulo,Watcha Say
Jason Derulo,Trumpets
Jason Derulo Feat. 2 Chainz,Talk Dirty
Jason Derulo Feat. French Montana,Tip Toe
Jason Derulo Feat. Nicki Minaj & Ty Dolla $ign,Swalla
Jason Derulo feat. Meghan Trainor,Hands On Me
"Jason Derulo, Nuka",Love Not War (The Tampa Beat)
Jason Donovan,Too Many Broken Hearts
Jason Donovan,When You Come Back To Me
Jason Donovan,Every Day (I Love You More)
Jason Donovan,Nothing Can Divide Us
Jason Michael Carroll,Alyssa Lies
Jason Mraz,I'm Yours
Jason Mraz,I Won't Give Up
Jason Mraz,Make It Mine
Jason Mraz Feat. Colbie Caillat,Lucky
Jason Wade (Shrek Soundtrack),You Belong To Me
"Jassim, Alturky, Al Abdullah",Taal
Jawsh 685 & Jason Derulo,Savage Love
Jax Jones,Won't Forget You
Jax Jones,Stereo
Jax Jones & Bebe Rexha,Harder
Jax Jones & Martin Solveig Present Europa,All Day and Night
Jax Jones & Years & Years,Play
Jax Jones Feat. Ella Henderson,This Is Real
Jax Jones Feat. Rich The Kid,Ring Ring
Jax Jones feat. Fireboy DML,Me and My Guitar
Jax Jones feat. Robbie G,Forever
"Jax Jones, MNEK",Where Did You Go?
Jay Sean,Ride It
Jay Sean & Sean Paul,Do You Remember
Jay Sean Feat. Lil Wayne,Down
Jay-Z,99 Problems
Jay-Z,Girls Girls Girls
Jay-Z,Izzo (H.O.V.A)
Jay-Z & Kanye West Feat. Frank Ocean,No Church In The Wild
Jay-Z Feat. Alicia Keys,Empire State Of Mind
Jay-Z Feat. Beyonce,'03 Bonnie and Clyde
Jay-Z Feat. Justin Timberlake,Holy Grail
Jay-Z Feat. Mr Husdon,Young Forever
Jay-Z Feat. Pharrell,Change Clothes
Jay-Z Feat. Rihanna + Kanye West,Run This Town
Jay-Z and Linkin Park,Numb/Encore
JayO,22
Jazzy,Shooting Star
Jazzy & Chris Lorenzo,Invisible
Jazzy Jeff & The Fresh Prince,Summertime
Jazzy Jeff & The Fresh Prince,Boom Shake The Room
Jean Jacques Goldman,Je te donne
Jean Knight,Mr. Big Stuff
Jean-Luc Lahaye,Femme que j'aime
Jeanette,Porque te vas
Jeannie C Riley,Harper Valley PTA
Jedward,Lipstick
Jedward,Wow Oh Wow
Jedward,Bad Behaviour
Jedward Feat. Vanilla Ice,Under Pressure (Ice Ice Baby)
Jeet Ganguly & Sandipan Roy,Ekla Akash
Jeff Beck,Hi Ho Silver Lining
Jeff Buckley,Last Goodbye
Jeff Buckley,Grace
Jefferson Airplane,Somebody To Love
Jefferson Airplane,White Rabbit
Jeffrey Osbourne,On The Wings Of Love
Jekyll & Hyde (Musical),Once Upon A Dream
Jekyll & Hyde (Musical),This Is The Moment  
Jelly Roll,Need A Favor
Jelly Roll,Hands Up
Jennie,SOLO
Jennie feat. Dua Lipa,Handlebars
Jennifer Hudson,Remember Me
Jennifer Hudson,Spotlight
Jennifer Hudson,Where You At
Jennifer Lawrence,The Hanging Tree
Jennifer Lopez,Ain't It Funny
Jennifer Lopez,Get Right
Jennifer Lopez,I'm Real
Jennifer Lopez,Let's Get Loud
Jennifer Lopez,Same Girl
Jennifer Lopez,Ain't Your Mama
Jennifer Lopez,If You Had My Love
Jennifer Lopez,Jenny From The Block
Jennifer Lopez,My Love Don't Cost A Thing
Jennifer Lopez,Papi
Jennifer Lopez,Play
Jennifer Lopez,Waiting for Tonight
Jennifer Lopez & David Guetta,Save Me Tonight
Jennifer Lopez Feat. LL Cool J.,All I Have
Jennifer Lopez Feat. Lil Wayne,I'm Into You
Jennifer Lopez Feat. Pitbull,On The Floor
Jennifer Lopez feat. (G)-IDLE,This Time Around
"Jennifer Lopez, Maluma",Marry Me - Kat & Bastian Duet
Jennifer Paige,Crush
Jennifer Rush,The Power Of Love
Jeremih,Birthday Sex
Jeremih Feat. 50 Cent,Down On Me
Jermaine Stewart,We Don't Have To Take Our Clothes Off
Jerry Bulter,For Your Precious Love
Jerry Keller,Here Comes Summer
Jerry Lee Lewis,Whole Lotta Shakin' Goin' On'
Jerry Lee Lewis,Great Balls Of Fire
Jerry Reed,Eastbound And Down
Jerry Vale,Mama
Jess Glynne,Don't Be So Hard On Yourself
Jess Glynne,Hold my Hand
Jess Glynne,Right Here
Jess Glynne,Take Me Home
Jess Glynne,This Christmas
Jess Glynne,All I Am
Jess Glynne,Ain't Got Far To Go
Jess Glynne,I'll Be There
Jess Glynne,No One
Jess Glynne,Silly Me
Jess Glynne,Thursday
Jess Glynne & Jax Jones,One Touch
Jesse & Joy,Corazón De Campeón
Jesse McCartney,Beautiful Soul
Jesse McCartney,Just So You Know
Jessica Mauboy,Pop a Bottle
Jessica Mauboy,This Ain't Love
Jessica Mauboy Feat. Stan Walker,Galaxy
Jessica Simpson,These Boots Are Made For Walkin'
Jessie J,Flashlight
Jessie J,Masterpiece
Jessie J,Who's Laughing Now
Jessie J,Thunder
Jessie J,Domino
Jessie J,Do It Like A Dude
Jessie J,Nobody's Perfect
Jessie J,Sexy Lady
Jessie J,Who You Are
Jessie J,Believe In Magic
Jessie J,H.A.P.P.Y.
Jessie J,I'll Never Know Why
Jessie J Feat. 2 Chainz,Burnin' Up
Jessie J Feat. B.o.B.,Price Tag
Jessie J Feat. Big Sean & Dizzee Rascal,Wild
Jessie J Feat. David Guetta,Laserlight
"Jessie J, Ariana Grande & Nicki Minaj",Bang Bang
Jessie Ware,Midnight
Jessie Ware,Wildest Moments
Jessie Ware,You & I (Forever)
Jessie Ware,Alone
Jessie Ware,Night Light
Jessie Ware,Say You Love Me
Jesus Christ Superstar (Musical),Everything's Alright
Jesus Christ Superstar (Musical),Judas's Death
Jesus Christ Superstar (Musical),Superstar
Jesus Christ Superstar (Musical),This Jesus Must Die
Jesus Christ Superstar (Musical),I Don't Know How To Love Him
Jesus Christ Superstar (Musical),King Herod's Song (Try It And See)
Jesus Christ Superstar (Musical),Heaven On Their Minds
Jet,Cold Hard Bitch
Jet,Are You Gonna Be My Girl
Jethro Tull,Living In The Past
Jewel,Doin' Fine
Jewel,Standing Still
Jewel,Sweet Temptation
Jewel,You Were Meant For Me
Jewel,Hands
Jewel,Foolish Games
Jewel,2 Become 1
Jewel,Fragile Heart
Jewel,Who Will Save Your Soul
Jiang Yu Heng,Zai Hui Shou
Jidenna Feat. Roman GianArthur,Classic Man
Jill Scott,He Loves Me (Lyzel in E Flat)
Jilted John,Jilted John
Jim Croce,Time In A Bottle
Jim Diamond,I Should've Known Better
Jim Diamond,Hi Ho Silver
Jim Reeves,Adios Amigo
Jim Reeves,How Can I Write On Paper
Jim Reeves,Distant Drums
Jim Reeves,I Love You Because
Jim Reeves,You're The Only Good Thing (That's Happened To Me)
Jim Reeves,He'll Have To Go
Jim Reeves,I Won't Forget You
Jim Reeves,Old Christmas Card
Jim Reeves,There's A Heartache Following Me
Jim Reeves,Welcome To My World
Jim Reeves & Dottie West,Look Who's Talking
Jimi Hendrix,All Along The Watchtower
Jimi Hendrix,Crosstown Traffic
Jimi Hendrix,Foxy Lady
Jimi Hendrix,Hey Joe
Jimi Hendrix,Purple Haze
Jimi Hendrix,Voodoo Child (Slight Return)
Jimi Hendrix,Little Wing
Jimi Hendrix,The Wind Cries Mary
Jimin,Like Crazy
Jimin,Who
Jimmy Barnes,The Weight
Jimmy Barnes,Working Class Man
Jimmy Barnes & Inxs,Good Times
Jimmy Boyd,I Saw Mommy Kissing Santa Claus
Jimmy Buffet,Cheeseburger In Paradise
Jimmy Buffet,Christmas Island
Jimmy Buffett,Margaritaville
Jimmy Buffett,The Pascagoula Run
Jimmy Buffett,Growing Older But Not Up
Jimmy Cliff,The Harder They Come
Jimmy Cliff,Wonderful World Beautiful People
Jimmy Dean,Big Bad John
Jimmy Eat World,The Middle
Jimmy James & The Vagabonds,I'll Go Where The Music Takes Me
Jimmy Jones,Good Timin'
Jimmy Nail,Big River
Jimmy Nail,Crocodile Shoes
Jimmy Nail,Ain't No Doubt
"Jimmy Nail, Tim Healy & Kevin Whately",Blaydon Races
Jimmy Ruffin,Farewell Is A Lonely Sound
Jimmy Ruffin,What Becomes Of The Broken Hearted
Jimmy Somerville,Never Can Say Goodbye
Jimmy Young,The Man From Laramie
Jo Stafford,You Belong To Me
JoJo,Leave (Get Out)
JoJo,"Too Little, Too Late"
JoJo Siwa,D.R.E.A.M.
JoJo Siwa,Kid In A Candy Store
JoJo Siwa,High Top Shoes
JoJo feat. Bow Wow,Baby It's You (Remix)
Joan Armatrading,Love And Affection
Joan Armatrading,Drop The Pilot
Joan Baez,The Night They Drove Old Dixie Down
Joan Jett,I Hate Myself For Loving You
Joan Jett & The Blackhearts,Bad Reputation
Joan Jett & The Blackhearts,I Love Rock 'n' Roll
Joan Osbourne,One Of Us
Joan Sebastian,Eso Y Más
Jocelyn Brown,Somebody Else's Guy
Jodeci,I'm Still Waiting
Jodeci,Freek'n You
Joe,All The Things (Your Man Won't Do)
Joe,All Or Nothing
Joe Brown & The Bruvvers,It Only Took A Minute
Joe Brown & The Bruvvers,A Picture Of You
Joe Brown & The Bruvvers,That's What Love Will Do
Joe Cocker,Summer In The City
Joe Cocker,Unchain My Heart
Joe Cocker,You Are So Beautiful
Joe Cocker & Jennifer Warnes,Up Where We Belong
Joe Dassin,Et si tu n'existais pas
Joe Dassin,Les Champs-Élysées
Joe Dolan,You're Such A Good Looking Woman
Joe Dolan,Make Me An Island
Joe Dolan,Teresa
Joe Dolan,The Answer To Everything
Joe Dolce,Shaddap You Face
Joe Esposito,You're The Best
Joe Fagin,That's Livin' Alright
Joe Jackson,Is She Really Going Out With Him
Joe Jackson,It's Different For Girls
Joe Jackson,Steppin' Out
Joe Longthorne,Don't Cry Out Loud
Joe Longthorne,Love Is All
Joe Longthorne,You're My World
Joe Longthorne,Don't Laugh At Me
Joe Longthorne,Always On My Mind
Joe Longthorne,Answer Me
Joe Longthorne,It's Only Make Believe
Joe Longthorne,Mary In The Morning
Joe McElderry,Ambitions
Joe McElderry,Somebody Wake Me Up
Joe Stone Feat. Montell Jordan,The Party (This Is How We Do It)
Joe Tex,Ain't Gonna Bump No More (With No Big Fat Woman)
Joe Walsh,Rocky Mountain Way
Joe and Jake,You're Not Alone
Joel Corry,Hey DJ
Joel Corry,Lonely
Joel Corry,Sorry
Joel Corry,Be Alright
Joel Corry & Becky Hill,History
Joel Corry & Caity Baser,Dance Around It
Joel Corry & Tom Grennan,Lionheart (Fearless)
Joel Corry feat. David Guetta & Bryson Tiller,What Would You Do
Joel Corry feat. Jennifer Lopez,Get Right
Joel Corry feat. MK & Rita Ora,Drinkin'
"Joel Corry, Jax Jones, Charli XCX, Saweetie",OUT OUT
"Joel Corry, Mabel",I Wish
"Joel Corry, RAYE, David Guetta",BED
Joey Bada$$ Feat. Kiesza,Teach Me
Joey Negro,Make A Move On Me
John Denver,Annie's Song
John Denver,"Take Me Home, Country Roads"
John Denver,Leaving On A Jet Plane
John Denver,Rocky Mountain High
John Farnham,Burn For You
John Farnham,Pressure Down
John Farnham,Two Strong Hearts
John Farnham,You're The Voice
John Fred & His Playboy Band,Judy In Disguise
John Holt,Help Me Make It Through The Night
John Holt,Mr.  Bojangles
John Legend,Never Break
John Legend,Preach
John Legend,All Of Me
John Legend,Love Me Now
John Legend,Ordinary People
John Legend,Used To Love You
John Lennon,Beautiful Boy
John Lennon,Give Peace A Chance
John Lennon,Instant Karma
John Lennon,(Just Like) Starting Over
John Lennon,Whatever Gets You Thru The Night
John Lennon,Working Class Hero
John Lennon,Working Class Hero
John Lennon,Imagine
John Lennon,I'm Losing You
John Lennon,Jealous Guy
John Lennon,Watching The Wheels
John Lennon,Woman
John Lennon & Yoko Ono,Happy Xmas (War Is Over)
John Leyton,Johnny Remember Me
John Leyton,Wild Wind
John Martin,Anywhere For You
John Martyn,May You Never
John Mayer,Daughters
John Mayer,Come Back To Bed
John Mayer,Home Life
John Mayer,Moving On And Getting Over
John Mayer,Say
John Mayer,Something's Missing
John Mayer,Split Screen Sadness
John Mayer,Wheels
John Mayer,Why Georgia
John Mayer,Half of My Heart
John Mayer,Bigger Than My Body
John Mayer,Belief
John Mayer,Clarity
John Mayer,Neon
John Mayer,New Deep
John Mayer,No Such Thing
John Mayer,Waiting On The World To Change
John Mellencamp,Jack And Diane
John Newman,Losing Sleep
John Newman,Tribute
John Newman,Cheating
John Newman,Come and Get It
John Newman,Love Me Again
John Newman Feat. Charlie Wilson,Tiring Game
John Parr,St. Elmos Fire
John Paul Young,Love Is In The Air
John Waite,Missing You
Johnnie Ray,Just Walkin' In The Rain
Johnnie Ray,Yes Tonight Josephine
Johnny Burnette,Dreamin'
Johnny Burnette,You're Sixteen
Johnny Cash,25 Minutes To Go
Johnny Cash,Cocaine Blues
Johnny Cash,A Boy Named Sue
Johnny Cash,Big River
Johnny Cash,Cry! Cry! Cry!
Johnny Cash,Personal Jesus
Johnny Cash,Ring Of Fire
Johnny Cash,A Thing Called Love
Johnny Cash,Get Rhythm
Johnny Cash,Hurt
Johnny Cash,Folsom Prison Blues
Johnny Cash,I've Been Everywhere
Johnny Cash,I Walk The Line
Johnny Cash,Man In Black
Johnny Cash,One Piece At A Time
Johnny Cash,San Quentin
